Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
P061 Cortijo - PVH,202603,Sebastián S,Johanna V,100936,8864263,87.82055107526884,103722.4589350877,103.0,91.0,85.91077884372821,8910877
P122 Ica - PVH,202407,Sofía V,Joe H,100935,6716721,66.54473790322581,0,71.0,74.5,,0
P199 Grifo Kio - PVS,202501,Hernán P,Daniel R,100931,2501860,24.78780913978494,92844.0128742318,22.5,21.0,26.94691582740036,2267428
P117 Izaguirre - PVH,202511,Sebastián S,Vik E,100929,6568111,65.07632638888889,89625.94013092866,76.5,75.5,73.28359357129284,6757558
P146 Tacna - PVH,202506,Sofía V,Joe H,100889,8877064,87.98820138888881,110144.94260892339,96.5,96.0,80.59438381586504,8791220
P201 Huaral - PVH,202412,Sofía V,José A,100857,5421951,53.75854166666667,0,52.0,52.0,,0
P333 Ves Placita - PVH,202504,Sebastián S,Rodolfo O,100827,5870635,58.22488194444446,90979.35637869244,68.5,66.0,64.52711201389545,6058277
SO02 Pucallpa - PVO,202406,Sofía V,José A,100826,8299368,82.31382638888888,0,93.5,94.0,,0
P048 Higuereta - PVH,202510,Sebastián S,Johanna V,100812,8246654,81.80200940860222,91319.41610400894,106.0,102.5,90.30559536875941,9757027
P143 Nvo Chimbote - PVH,202604,Sofía V,Melany A,100810,4707771,46.69933333333285,95837.61188533215,55.0,50.5,48.49399124490603,4647548
P102 Chiclayo - PVH,202601,Sofía V,Melany A,100807,8644499,85.75324596774192,100600.83617720856,96.5,94.0,87.75356401461035,8828082
P143 Nvo Chimbote - PVH,202602,Sofía V,Melany A,100803,4490117,44.54328125,91071.57398317706,55.0,50.5,48.49399124490603,4416424
P723 Puruchuco - PVH,202511,Sebastián S,Rodolfo O,100758,8791064,87.24926388888898,89139.71033804366,94.5,97.0,98.62119011450375,7559131
P333 Ves Placita - PVH,202406,Sebastián S,Rodolfo O,100730,6143671,60.99148611111111,0,68.5,66.0,,0
P146 Tacna - PVH,202404,Sofía V,Joe H,100728,8349190,82.88806944444453,0,96.5,96.0,,0
P192 Sullana - PVH,202503,Sofía V,Melany A,100721,3996313,39.67701612903226,88847.52580732251,43.5,41.0,44.979449609733955,3739257
1198 Cusco Wanchaq - PVH,202605,Sofía V,Joe H,100718,3248906,32.25743951612916,74685.88230060031,41.5,35.5,37.12487890603274,2772704
P084 Comas - PVH,202403,Sebastián S,Vik E,100718,7976345,79.19483870967741,0,75.5,74.0,,0
SO02 Pucallpa - PVO,202511,Sofía V,José A,100715,9101433,90.36825000000002,101977.32716431707,93.5,94.0,89.2495725577782,8300260
P225 Cajamarca - PVH,202408,Sofía V,José A,100697,5828210,57.87866263440861,0,64.0,67.0,,0
P223 Cusco Mall - PVH,202410,Sofía V,Joe H,100654,9182104,91.22434811827958,0,101.0,105.0,,0
P236 Pisco - PVH,202403,Sofía V,Joe H,100641,5796795,57.59875672043009,0,57.5,56.5,,0
P223 Cusco Mall - PVH,202601,Sofía V,Joe H,100627,9710269,96.49758736559137,104104.19406846241,101.0,105.0,90.43989760689435,9415173
P114 Pro - PVH,202509,Sebastián S,Vik E,100544,7263665,72.24398611111116,94427.47603735422,88.0,84.0,76.92321869459468,8207304
P010 Caminos del Inca - PVS,202602,Hernán P,Daniel R,100519,11084158,110.26927083333334,98099.93061955876,140.5,125.5,117.18897502469719,11496230
SO02 Pucallpa - PVO,202507,Sofía V,José A,100490,8705609,86.63120967741935,104890.0162002357,93.5,94.0,82.99749580914296,9372393
1593 Aventura SJL - PVH,202502,Sebastián S,Rodolfo O,100473,5664677,56.38026041666665,70286.04900450616,65.5,63.0,80.59461472413717,4642225
P516 Ilo - PVH,202503,Sofía V,Joe H,100423,6030728,60.05350806451612,91358.19208221923,62.0,58.0,66.01189781177536,5739674
P119 Puente Piedra - PVH,202408,Sebastián S,Vik E,100383,9039938,90.05471774193549,0,100.0,98.0,,0
P723 Puruchuco - PVH,202605,Sebastián S,Rodolfo O,100366,8978069,89.45322580645234,100813.75406759506,94.5,97.0,83.18443566120098,8386135
P048 Higuereta - PVH,202503,Sebastián S,Johanna V,100366,10106526,100.69716397849457,96202.24476549626,106.0,102.5,105.05499164427805,10428529
P229 Salaverry - PVH,202511,Sebastián S,Johanna V,100308,9172131,91.43944444444448,104260.62487978055,104.5,99.0,87.97310624769497,8958209
P724 Tumbes - PVH,202508,Sofía V,Melany A,100259,6027621,60.120732526881746,109413.93095023186,72.5,68.5,55.09006611545408,6477228
P115 Huancayo - PVH,202501,Sofía V,José A,100241,9351475,93.2900537634408,102241.38502867678,107.5,102.5,91.46467408845338,9577571
P231 Ventanilla - PVH,202511,Sebastián S,Vik E,100215,6977822,69.62851388888892,95560.71590276058,77.0,79.0,73.01977432965657,6203329
P203 Rimac Alcazar - PVH,202512,Sebastián S,Vik E,100176,6662375,66.50686827956983,103462.72008382442,65.0,67.5,64.3939654264088,6684388
P145 Piura - PVH,202407,Sofía V,Melany A,100142,10617912,106.02826612903223,0,125.0,118.5,,0
P075 Trujillo - PVH,202404,Sofía V,Melany A,100070,11537532,115.29495833333344,0,99.0,32.5,,0
P001 Los Olivos - PVH,202603,Sebastián S,Vik E,100068,6265943,62.616740591397836,104860.49734075293,66.0,64.5,56.772923994003754,5953237
P010 Caminos del Inca - PVS,202601,Hernán P,Daniel R,100029,11806878,118.0346774193548,107200.77565788459,140.5,125.5,117.18897502469719,12562749
P010 Caminos del Inca - PVS,202403,Hernán P,Daniel R,100012,12353707,123.52205645161291,0,140.5,125.5,,0
SO02 Pucallpa - PVO,202505,Sofía V,José A,99913,8513628,85.21036962365586,95366.59577068986,93.5,94.0,89.27264679208142,8406913
P133 Guardia Civil - PVH,202406,Sebastián S,Rodolfo O,99912,7042766,70.48965972222227,0,81.0,77.0,,0
P061 Cortijo - PVH,202604,Sebastián S,Johanna V,99908,7974107,79.81438888889022,95534.17982543606,103.0,91.0,85.91077884372821,8207416
P139 Alameda Sur - PVS,202511,Hernán P,Daniel R,99907,6231915,62.37704861111114,95734.18953619727,79.5,72.5,65.09602797278293,5871502
P010 Caminos del Inca - PVS,202410,Hernán P,Daniel R,99905,11236486,112.47132392473112,0,140.5,125.5,,0
SO02 Pucallpa - PVO,202407,Sofía V,José A,99895,8879250,88.88560483870961,0,93.5,94.0,,0
1593 Aventura SJL - PVH,202501,Sebastián S,Rodolfo O,99825,5440157,54.49702284946238,66842.96487930315,65.5,63.0,81.38713251010289,4627072
P221 Barranca - PVH,202511,Sofía V,José A,99759,2773323,27.80035416666666,91591.65237241494,32.5,32.0,30.27920610847341,2181863
P724 Tumbes - PVH,202601,Sofía V,Melany A,99750,6231313,62.469307795698924,107615.9849028822,72.5,68.5,63.04218861837782,6784347
P115 Huancayo - PVH,202408,Sofía V,José A,99688,10408328,104.40862231182798,0,107.5,102.5,,0
P114 Pro - PVH,202506,Sebastián S,Vik E,99642,7766880,77.94811111111107,107254.7694211014,88.0,84.0,72.41524103702876,8085050
P227 San Isidro - PVH,202603,Sebastián S,Johanna V,99615,5607846,56.29514784946235,94428.80369700449,68.0,60.5,56.71779574149045,5355794
P236 Pisco - PVH,202511,Sofía V,Joe H,99597,4734514,47.53680555555556,91102.31744932299,57.5,56.5,51.96919279944379,3999718
P139 Alameda Sur - PVS,202504,Hernán P,Daniel R,99593,6066983,60.91769444444446,97419.84421189384,79.5,72.5,62.27666117802405,6065240
P119 Puente Piedra - PVH,202410,Sebastián S,Vik E,99585,8718465,87.54760752688169,0,100.0,98.0,,0
P216 Proceres - PVS,202605,Hernán P,Daniel R,99585,1253650,12.588756720430125,78881.52206007663,15.0,15.0,13.971887755419019,1102124
P333 Ves Placita - PVH,202510,Sebastián S,Rodolfo O,99560,5757671,57.83138440860216,98283.96260284218,68.5,66.0,58.58200074071393,5825251
P010 Caminos del Inca - PVS,202408,Hernán P,Daniel R,99555,11546638,115.9821438172042,0,140.5,125.5,,0
P075 Trujillo - PVH,202501,Sofía V,Melany A,99535,10998136,110.49481182795691,103273.68121792859,99.0,32.5,106.49505401857118,10821355
P115 Huancayo - PVH,202602,Sofía V,José A,99490,9431544,94.79890624999996,94681.16377094982,107.5,102.5,96.70800932222366,9156427
P115 Huancayo - PVH,202505,Sofía V,José A,99481,9905507,99.57180107526877,96818.4164513952,107.5,102.5,102.3101505174149,9948725
P227 San Isidro - PVH,202602,Sebastián S,Johanna V,99477,5248583,52.761874999999996,83591.3782599939,68.0,60.5,56.71779574149045,4741119
P203 Rimac Alcazar - PVH,202605,Sebastián S,Vik E,99456,5517917,55.48092741935478,91256.12954948725,65.0,67.5,56.77292399400376,5180877
P259 Moquegua - PVH,202606,Sofía V,Joe H,99417,6079662,61.152875000000364,90533.9378495977,68.0,68.5,60.397061823201135,5467984
P236 Pisco - PVH,202605,Sofía V,Joe H,99397,5144020,51.75243951612952,100730.80856948419,57.5,56.5,50.69826357421992,5106877
P192 Sullana - PVH,202603,Sofía V,Melany A,99383,3987061,40.11795026881719,101618.0905401548,43.5,41.0,38.91402969668492,3954369
P202 LurIn - PVH,202601,Sebastián S,Rodolfo O,99382,6354838,63.943494623655944,94761.92313093493,78.0,74.5,66.9547957752322,6344765
P143 Nvo Chimbote - PVH,202504,Sofía V,Melany A,99361,4566694,45.960444444444455,86924.6902814506,55.0,50.5,52.536213649006406,4578461
P120 Universitaria - PVH,202403,Sebastián S,Vik E,99338,6604014,66.48028897849463,0,69.5,59.0,,0
P229 Salaverry - PVH,202411,Sebastián S,Johanna V,99296,8767889,88.3006736111112,0,104.5,99.0,,0
P142 Chincha - PVH,202603,Sofía V,Joe H,99290,4846245,48.80900537634408,102989.02564430168,50.5,51.5,44.7287697663045,4606572
P048 Higuereta - PVH,202511,Sebastián S,Johanna V,99234,8941114,90.10132638888894,90872.63875042576,106.0,102.5,98.39170219933897,9797451
SO02 Pucallpa - PVO,202410,Sofía V,José A,99228,8185039,82.48700268817196,0,93.5,94.0,,0
P010 Caminos del Inca - PVS,202501,Hernán P,Daniel R,99216,11721154,118.13788978494617,110698.81074940688,140.5,125.5,105.88329107287001,11611126
P139 Alameda Sur - PVS,202403,Hernán P,Daniel R,99209,6794744,68.48940188172044,0,79.5,72.5,,0
P723 Puruchuco - PVH,202606,Sebastián S,Rodolfo O,99177,8028846,80.95441666666883,93323.12579985255,94.5,97.0,83.18443566120098,7763032
P010 Caminos del Inca - PVS,202411,Hernán P,Daniel R,99158,11512476,116.10175694444446,0,140.5,125.5,,0
P226 Paita - PVH,202604,Sofía V,Melany A,99157,5347175,53.92620138888977,108064.0357056706,56.0,60.0,48.49399124490601,5240456
P126 Santa Clara - PVH,202405,Sebastián S,Rodolfo O,99151,9629115,97.1156384408602,0,98.5,96.5,,0
SO03 Huanuco - PVO,202504,Sofía V,José A,99138,7281149,73.44458333333331,102861.36322079279,76.5,80.0,70.78604338901239,7991012
P202 LurIn - PVH,202401,Sebastián S,Rodolfo O,99130,6455615,65.12267473118281,0,78.0,74.5,,0
P081 La Molina - PVH,202604,Sebastián S,Johanna V,99114,9181730,92.63819444444596,86134.3781784661,118.0,106.0,102.17544085783207,8800818
1593 Aventura SJL - PVH,202510,Sebastián S,Rodolfo O,98988,5661587,57.19456317204303,90349.72983986151,65.5,63.0,62.66301957996733,4815513
P064 Miraflores - PVH,202508,Sebastián S,Johanna V,98979,9380296,94.77059139784951,103803.55961170001,117.5,99.0,90.36584154810352,10012298
P064 Miraflores - PVH,202404,Sebastián S,Johanna V,98883,9104167,92.07046527777781,0,117.5,99.0,,0
P064 Miraflores - PVH,202408,Sebastián S,Johanna V,98861,9481051,95.90329301075266,0,117.5,99.0,,0
SO02 Pucallpa - PVO,202510,Sofía V,José A,98847,8512701,86.11980510752686,104189.63698425618,93.5,94.0,81.70390929844908,8710485
P089 Risso - PVH,202606,Sebastián S,Vik E,98828,4167586,42.16999305555557,82375.96620176967,61.5,48.5,53.715920394326645,4424901
P061 Cortijo - PVH,202408,Sebastián S,Johanna V,98816,8036345,81.32616935483864,0,103.0,91.0,,0
P224 Brena - PVH,202605,Sebastián S,Vik E,98815,6949009,70.32342069892435,95755.7276060505,80.0,78.0,69.11462789701389,6618121
P133 Guardia Civil - PVH,202604,Sebastián S,Rodolfo O,98740,6994807,70.84038888889087,86130.13971237,81.0,77.0,69.97856074572657,6027263
P119 Puente Piedra - PVH,202411,Sebastián S,Vik E,98692,9052888,91.72858333333329,0,100.0,98.0,,0
P114 Pro - PVH,202504,Sebastián S,Vik E,98611,8068931,81.82615972222223,97515.20189411534,88.0,84.0,82.7453606542441,8363531
P081 La Molina - PVH,202605,Sebastián S,Johanna V,98608,9552297,96.87162634408648,88605.4444658267,118.0,106.0,102.17544085783207,9053300
P202 LurIn - PVH,202407,Sebastián S,Rodolfo O,98546,6529467,66.2577755376344,0,78.0,74.5,,0
P203 Rimac Alcazar - PVH,202412,Sebastián S,Vik E,98536,6591669,66.89610215053764,0,65.0,67.5,,0
P262 Talara Municipalidad - PVH,202605,Sofía V,Melany A,98500,5256475,53.36545026881778,94001.81556095417,60.5,60.5,53.343390369396616,5014376
P202 LurIn - PVH,202503,Sebastián S,Rodolfo O,98496,7092530,72.00817204301073,107499.6245617488,78.0,74.5,65.97725739894082,7353992
P224 Brena - PVH,202603,Sebastián S,Vik E,98481,7064048,71.72981854838709,107476.08157955424,80.0,78.0,69.11462789701389,7428169
P122 Ica - PVH,202504,Sofía V,Joe H,98471,5857270,59.48220833333337,98023.632681076,71.0,74.5,59.75365378527518,6120842
P104 Arequipa - PVH,202605,Sofía V,Joe H,98423,5861971,59.558944892473214,80627.7852956879,70.5,69.5,63.57656168405445,5126037
P075 Trujillo - PVH,202401,Sofía V,Melany A,98356,10442491,106.17047715053768,0,99.0,32.5,,0
1593 Aventura SJL - PVH,202508,Sebastián S,Rodolfo O,98346,5824160,59.221223118279575,91200.87770972552,65.5,63.0,63.86079132414885,5529618
P119 Puente Piedra - PVH,202404,Sebastián S,Vik E,98215,8971889,91.34936805555557,0,100.0,98.0,,0
P224 Brena - PVH,202511,Sebastián S,Vik E,98185,6336895,64.5403402777778,92052.53100010993,80.0,78.0,68.83998996173642,6578987
P126 Santa Clara - PVH,202409,Sebastián S,Rodolfo O,98141,9127224,93.00088194444446,0,98.5,96.5,,0
P723 Puruchuco - PVH,202403,Sebastián S,Rodolfo O,98126,9196247,93.71852150537632,0,94.5,97.0,,0
P142 Chincha - PVH,202503,Sofía V,Joe H,98104,4819017,49.12151209677418,91944.02616999012,50.5,51.5,52.41250933573858,4560838
P291 La Curva - PVH,202508,Sebastián S,Rodolfo O,98097,6674512,68.0397177419355,94684.41118654396,84.5,86.5,70.49219735707183,7194502
P202 LurIn - PVH,202605,Sebastián S,Rodolfo O,98067,6203228,63.255161290322796,92209.99128764187,78.0,74.5,66.9547957752322,6173901
P061 Cortijo - PVH,202511,Sebastián S,Johanna V,98027,8054313,82.16390972222227,91115.94295230269,103.0,91.0,88.39630331451725,8683067
P724 Tumbes - PVH,202604,Sofía V,Melany A,98019,6117805,62.41438194444617,117010.55428062343,72.5,68.5,63.04218861837782,7376601
P227 San Isidro - PVH,202604,Sebastián S,Johanna V,97996,5092167,51.96289583333299,88169.72856266693,68.0,60.5,56.71779574149045,5000793
P193 Trujillo Mansiche - PVS,202604,Fátima L,Fátima L,97980,1141410,11.649458333333332,117521.43141039924,13.5,12.5,11.712938172043014,1376521
P081 La Molina - PVH,202503,Sebastián S,Johanna V,97972,10358837,105.73222446236558,95673.35963161482,118.0,106.0,108.2729520515027,10723147
SO03 Huanuco - PVO,202404,Sofía V,José A,97963,7000516,71.46066666666668,0,76.5,80.0,,0
P061 Cortijo - PVH,202508,Sebastián S,Johanna V,97961,7813015,79.75672043010753,103757.03225591504,103.0,91.0,75.30106817944949,8387807
P139 Alameda Sur - PVS,202505,Hernán P,Daniel R,97919,6136818,62.67234543010752,95051.6580657032,79.5,72.5,64.56297338609292,6270064
P229 Salaverry - PVH,202606,Sebastián S,Johanna V,97911,8653464,88.38059027778004,94721.10312886832,104.5,99.0,90.28098269047439,8551514
SO02 Pucallpa - PVO,202601,Sofía V,José A,97845,8456733,86.42972446236554,96511.23923165539,93.5,94.0,84.61950815694568,8166734
P112 Ceres - PVH,202503,Sebastián S,Rodolfo O,97830,5410300,55.303245967741944,86154.59666168127,53.5,54.0,62.797582829452494,4874530
P291 La Curva - PVH,202507,Sebastián S,Rodolfo O,97795,7087805,72.475873655914,98820.59876604655,84.5,86.5,71.72396745723098,7823333
P202 LurIn - PVH,202511,Sebastián S,Rodolfo O,97748,6012269,61.50793055555558,93925.6886230303,78.0,74.5,64.01091477891822,5367086
P724 Tumbes - PVH,202403,Sofía V,Melany A,97731,6393376,65.41819892473116,0,72.5,68.5,,0
P048 Higuereta - PVH,202604,Sebastián S,Johanna V,97714,8756421,89.61297916666892,98193.367093686,106.0,102.5,90.06082213539496,8843375
P126 Santa Clara - PVH,202404,Sebastián S,Rodolfo O,97682,9433471,96.57355555555556,0,98.5,96.5,,0
P114 Pro - PVH,202408,Sebastián S,Vik E,97594,7795500,79.87677419354837,0,88.0,84.0,,0
P130 Chimbote - PVH,202511,Sofía V,Melany A,97582,5825328,59.697020833333355,87554.32827029967,75.5,68.0,66.53386297495106,5860097
P133 Guardia Civil - PVH,202508,Sebastián S,Rodolfo O,97544,6311970,64.70883736559139,96874.3450934888,81.0,77.0,65.15626427108869,6747268
P223 Cusco Mall - PVH,202409,Sofía V,Joe H,97489,8986374,92.17818750000002,0,101.0,105.0,,0
P465 Sucre - PVH,202405,Sebastián S,Vik E,97476,8776776,90.04051075268815,0,101.5,97.5,,0
P231 Ventanilla - PVH,202505,Sebastián S,Vik E,97465,6914032,70.9383669354839,97297.73072045142,77.0,79.0,71.06056460725564,6659732
P516 Ilo - PVH,202605,Sofía V,Joe H,97463,5415275,55.56217069892492,94583.05071817226,62.0,58.0,54.66595376698497,5170473
P147 Juliaca - PVH,202508,Sofía V,Joe H,97431,8385422,86.0651411290323,97909.928477328,94.0,92.0,85.64424140031647,8230322
SO05 Tarapoto - PVO,202404,Sofía V,José A,97427,8902483,91.37547222222223,0,86.5,81.5,,0
P143 Nvo Chimbote - PVH,202606,Sofía V,Melany A,97401,4407221,45.2481944444443,92868.58542032399,55.0,50.5,48.49399124490603,4503568
P134 Centro Civico - PVH,202604,Sebastián S,Vik E,97399,6423046,65.945395833335,83220.74378226387,79.5,67.0,68.68266147265754,5715822
P236 Pisco - PVH,202601,Sofía V,Joe H,97397,5370817,55.143440860215065,96903.49433581349,57.5,56.5,50.69826357421992,4912839
P146 Tacna - PVH,202408,Sofía V,Joe H,97395,8709220,89.42133064516129,0,96.5,96.0,,0
P115 Huancayo - PVH,202401,Sofía V,José A,97373,9437993,96.9264314516129,0,107.5,102.5,,0
P723 Puruchuco - PVH,202602,Sebastián S,Rodolfo O,97344,8633392,88.68947916666667,83857.24114677835,94.5,97.0,83.18443566120098,6975617
P202 LurIn - PVH,202406,Sebastián S,Rodolfo O,97307,6423241,66.01038888888888,0,78.0,74.5,,0
P125 SJ Lurigancho - PVH,202602,Sebastián S,Rodolfo O,97283,5719413,58.79124999999999,98291.87130820278,65.5,66.0,55.81234047827294,5485899
P259 Moquegua - PVH,202511,Sofía V,Joe H,97270,5852510,60.16757638888892,85995.09392239031,68.0,68.5,68.05632534434848,5159856
P724 Tumbes - PVH,202511,Sofía V,Melany A,97252,6310556,64.88883333333337,96057.74520384622,72.5,68.5,65.69544295057345,5590889
P172 Puno - PVH,202503,Sofía V,Joe H,97229,6617838,68.06479166666671,95369.10890937084,79.5,81.5,69.39184140106545,6620537
P010 Caminos del Inca - PVS,202406,Hernán P,Daniel R,97205,11281958,116.06345138888892,0,140.5,125.5,,0
P125 SJ Lurigancho - PVH,202507,Sebastián S,Rodolfo O,97135,5708286,58.7662231182796,99977.83701354473,65.5,66.0,57.09551707171518,6108501
P333 Ves Placita - PVH,202411,Sebastián S,Rodolfo O,97130,5793000,59.64184722222222,0,68.5,66.0,,0
SO02 Pucallpa - PVO,202411,Sofía V,José A,97121,8461200,87.11995833333332,0,93.5,94.0,,0
P048 Higuereta - PVH,202605,Sebastián S,Johanna V,97118,9447544,97.27920698924757,100905.517266297,106.0,102.5,90.06082213539496,9087634
P202 LurIn - PVH,202602,Sebastián S,Rodolfo O,97062,6747684,69.51942708333334,89613.959908747,78.0,74.5,66.9547957752322,6000084
SO03 Huanuco - PVO,202502,Sofía V,José A,97060,6425955,66.20604166666669,109970.25156611548,76.5,80.0,58.43357270249252,7451797
1593 Aventura SJL - PVH,202506,Sebastián S,Rodolfo O,96980,5596372,57.70673611111111,85039.64244384384,65.5,63.0,65.80898130769516,5469043
SO02 Pucallpa - PVO,202506,Sofía V,José A,96967,8091213,83.44252777777781,105867.2243631272,93.5,94.0,76.42792855555503,8569623
P117 Izaguirre - PVH,202605,Sebastián S,Vik E,96954,6248431,64.44723118279569,92752.46515786834,76.5,75.5,67.6979715753391,6279154
P723 Puruchuco - PVH,202601,Sebastián S,Rodolfo O,96919,8110029,83.67879032258067,83434.19981193867,94.5,97.0,83.18443566120098,6940427
P139 Alameda Sur - PVS,202407,Hernán P,Daniel R,96903,5762281,59.46434139784946,0,79.5,72.5,,0
P146 Tacna - PVH,202405,Sofía V,Joe H,96889,8500725,87.73657930107525,0,96.5,96.0,,0
P125 SJ Lurigancho - PVH,202605,Sebastián S,Rodolfo O,96883,5909448,60.995920698925524,102308.20515263741,65.5,66.0,55.81234047827294,5710060
